,date,county,state,fips,cases,deaths
649,03-06-2020,King,Washington,53033,59,12
718,03-07-2020,Westchester,New York,36119,69,0
743,03-07-2020,King,Washington,53033,72,16
825,03-08-2020,Westchester,New York,36119,81,0
855,03-08-2020,King,Washington,53033,91,18
952,03-09-2020,Westchester,New York,36119,97,0
986,03-09-2020,King,Washington,53033,117,21
1103,03-10-2020,Westchester,New York,36119,107,0
1149,03-10-2020,King,Washington,53033,191,23
1154,03-10-2020,Snohomish,Washington,53061,61,0
1290,03-11-2020,Westchester,New York,36119,120,0
1349,03-11-2020,King,Washington,53033,235,27
1354,03-11-2020,Snohomish,Washington,53061,69,1
1386,03-12-2020,Santa Clara,California,06085,66,1
1521,03-12-2020,New York City,New York,36061,96,0
1527,03-12-2020,Westchester,New York,36119,147,0
1603,03-12-2020,King,Washington,53033,271,28
1608,03-12-2020,Snohomish,Washington,53061,107,3
1647,03-13-2020,Santa Clara,California,06085,79,2
1752,03-13-2020,Middlesex,Massachusetts,25017,60,0
1814,03-13-2020,New York City,New York,36061,155,0
1821,03-13-2020,Westchester,New York,36119,157,0
1914,03-13-2020,King,Washington,53033,329,33
1919,03-13-2020,Snohomish,Washington,53061,132,3
1951,03-14-2020,Los Angeles,California,06037,53,1
1965,03-14-2020,Santa Clara,California,06085,91,2
2077,03-14-2020,Orleans,Louisiana,22071,53,1
2095,03-14-2020,Middlesex,Massachusetts,25017,65,0
2162,03-14-2020,Nassau,New York,36059,79,0
2163,03-14-2020,New York City,New York,36061,269,1
2172,03-14-2020,Westchester,New York,36119,178,0
2287,03-14-2020,King,Washington,53033,389,36
2293,03-14-2020,Snohomish,Washington,53061,154,3
2330,03-15-2020,Los Angeles,California,06037,69,1
2346,03-15-2020,Santa Clara,California,06085,114,2
2430,03-15-2020,Cook,Illinois,17031,76,0
2474,03-15-2020,Orleans,Louisiana,22071,75,2
2497,03-15-2020,Middlesex,Massachusetts,25017,75,0
2573,03-15-2020,Nassau,New York,36059,98,0
2574,03-15-2020,New York City,New York,36061,330,5
2584,03-15-2020,Westchester,New York,36119,195,0
2714,03-15-2020,King,Washington,53033,421,38
2722,03-15-2020,Snohomish,Washington,53061,175,3
2764,03-16-2020,Los Angeles,California,06037,94,1
2775,03-16-2020,San Diego,California,06073,56,0
2781,03-16-2020,Santa Clara,California,06085,138,4
2871,03-16-2020,Cook,Illinois,17031,76,0
2920,03-16-2020,Orleans,Louisiana,22071,95,3
2946,03-16-2020,Middlesex,Massachusetts,25017,83,0
3003,03-16-2020,Bergen,New Jersey,34003,61,2
3032,03-16-2020,Nassau,New York,36059,109,0
3033,03-16-2020,New York City,New York,36061,464,7
3041,03-16-2020,Suffolk,New York,36103,63,2
3045,03-16-2020,Westchester,New York,36119,219,0
3188,03-16-2020,King,Washington,53033,489,44
3196,03-16-2020,Snohomish,Washington,53061,199,3
3245,03-17-2020,Los Angeles,California,06037,144,1
3257,03-17-2020,San Diego,California,06073,61,0
3261,03-17-2020,San Mateo,California,06081,64,1
3263,03-17-2020,Santa Clara,California,06085,155,5
3300,03-17-2020,Broward,Florida,12011,55,1
3360,03-17-2020,Cook,Illinois,17031,107,1
3417,03-17-2020,Orleans,Louisiana,22071,136,5
3447,03-17-2020,Middlesex,Massachusetts,25017,89,0
3515,03-17-2020,Bergen,New Jersey,34003,84,2
3548,03-17-2020,Nassau,New York,36059,131,2
3549,03-17-2020,New York City,New York,36061,645,10
3558,03-17-2020,Suffolk,New York,36103,84,3
3563,03-17-2020,Westchester,New York,36119,379,0
3729,03-17-2020,King,Washington,53033,518,47
3738,03-17-2020,Snohomish,Washington,53061,265,4
3793,03-18-2020,Alameda,California,06001,53,0
3798,03-18-2020,Los Angeles,California,06037,190,1
3811,03-18-2020,San Diego,California,06073,81,0
3815,03-18-2020,San Mateo,California,06081,80,1
3817,03-18-2020,Santa Clara,California,06085,175,6
3845,03-18-2020,Fairfield,Connecticut,09001,69,1
3857,03-18-2020,Broward,Florida,12011,80,1
3869,03-18-2020,Miami-Dade,Florida,12086,77,0
3923,03-18-2020,Cook,Illinois,17031,179,1
3997,03-18-2020,Orleans,Louisiana,22071,196,6
4030,03-18-2020,Middlesex,Massachusetts,25017,100,0
4102,03-18-2020,Clark,Nevada,32003,69,1
4111,03-18-2020,Bergen,New Jersey,34003,133,4
4149,03-18-2020,Nassau,New York,36059,183,2
4150,03-18-2020,New York City,New York,36061,1339,20
4159,03-18-2020,Suffolk,New York,36103,116,3
4166,03-18-2020,Westchester,New York,36119,537,0
4280,03-18-2020,Davidson,Tennessee,47037,58,0
4364,03-18-2020,King,Washington,53033,563,57
4371,03-18-2020,Pierce,Washington,53053,56,1
4373,03-18-2020,Snohomish,Washington,53061,309,5
4453,03-19-2020,Alameda,California,06001,57,0
4458,03-19-2020,Los Angeles,California,06037,231,2
4465,03-19-2020,Orange,California,06059,53,0
4471,03-19-2020,San Diego,California,06073,105,0
4472,03-19-2020,San Francisco,California,06075,73,0
4475,03-19-2020,San Mateo,California,06081,89,1
4477,03-19-2020,Santa Clara,California,06085,189,6
4491,03-19-2020,Denver,Colorado,08031,61,0
4508,03-19-2020,Fairfield,Connecticut,09001,102,4
4518,03-19-2020,District of Columbia,District of Columbia,11001,68,0
4522,03-19-2020,Broward,Florida,12011,96,1
4538,03-19-2020,Miami-Dade,Florida,12086,101,0
4570,03-19-2020,Fulton,Georgia,13121,68,2
4599,03-19-2020,Cook,Illinois,17031,279,2
4601,03-19-2020,DuPage,Illinois,17043,54,0
4690,03-19-2020,Jefferson,Louisiana,22051,69,1
4694,03-19-2020,Orleans,Louisiana,22071,252,8
4735,03-19-2020,Middlesex,Massachusetts,25017,119,0
4738,03-19-2020,Suffolk,Massachusetts,25025,72,0
4751,03-19-2020,Macomb,Michigan,26099,55,0
4755,03-19-2020,Oakland,Michigan,26125,105,0
4760,03-19-2020,Wayne,Michigan,26163,119,3
4826,03-19-2020,Clark,Nevada,32003,74,1
4837,03-19-2020,Bergen,New Jersey,34003,297,6
4841,03-19-2020,Essex,New Jersey,34013,63,2
4843,03-19-2020,Hudson,New Jersey,34017,55,0
4846,03-19-2020,Middlesex,New Jersey,34023,64,0
4878,03-19-2020,Nassau,New York,36059,382,3
4879,03-19-2020,New York City,New York,36061,2468,22
4885,03-19-2020,Rockland,New York,36087,53,2
4889,03-19-2020,Suffolk,New York,36103,178,3
4897,03-19-2020,Westchester,New York,36119,797,0
4930,03-19-2020,Cuyahoga,Ohio,39035,53,0
5026,03-19-2020,Davidson,Tennessee,47037,75,0
5050,03-19-2020,Dallas,Texas,48113,56,1
5121,03-19-2020,King,Washington,53033,693,61
5128,03-19-2020,Pierce,Washington,53053,75,1
5130,03-19-2020,Snohomish,Washington,53061,347,6
5149,03-19-2020,Milwaukee,Wisconsin,55079,62,0
5226,03-20-2020,Alameda,California,06001,67,0
5233,03-20-2020,Los Angeles,California,06037,292,2
5240,03-20-2020,Orange,California,06059,65,0
5246,03-20-2020,San Diego,California,06073,131,0
5247,03-20-2020,San Francisco,California,06075,79,0
5250,03-20-2020,San Mateo,California,06081,100,1
5252,03-20-2020,Santa Clara,California,06085,196,8
5267,03-20-2020,Denver,Colorado,08031,79,0
5269,03-20-2020,Eagle,Colorado,08037,61,0
5286,03-20-2020,Fairfield,Connecticut,09001,122,4
5297,03-20-2020,District of Columbia,District of Columbia,11001,77,1
5301,03-20-2020,Broward,Florida,12011,128,2
5317,03-20-2020,Miami-Dade,Florida,12086,124,0
5334,03-20-2020,Bartow,Georgia,13015,54,0
5354,03-20-2020,Fulton,Georgia,13121,95,2
5404,03-20-2020,Cook,Illinois,17031,412,3
5406,03-20-2020,DuPage,Illinois,17043,57,0
5506,03-20-2020,Jefferson,Louisiana,22051,104,1
5510,03-20-2020,Orleans,Louisiana,22071,329,8
5554,03-20-2020,Middlesex,Massachusetts,25017,144,0
5555,03-20-2020,Norfolk,Massachusetts,25021,64,0
5557,03-20-2020,Suffolk,Massachusetts,25025,87,1
5570,03-20-2020,Macomb,Michigan,26099,86,0
5574,03-20-2020,Oakland,Michigan,26125,184,1
5579,03-20-2020,Wayne,Michigan,26163,216,3
5667,03-20-2020,Clark,Nevada,32003,126,2
5680,03-20-2020,Bergen,New Jersey,34003,342,7
5685,03-20-2020,Essex,New Jersey,34013,73,3
5687,03-20-2020,Hudson,New Jersey,34017,66,0
5690,03-20-2020,Middlesex,New Jersey,34023,76,0
5691,03-20-2020,Monmouth,New Jersey,34025,53,1
5708,03-20-2020,Albany,New York,36001,61,0
5727,03-20-2020,Nassau,New York,36059,754,4
5728,03-20-2020,New York City,New York,36061,4408,43
5733,03-20-2020,Orange,New York,36071,84,0
5736,03-20-2020,Rockland,New York,36087,101,3
5740,03-20-2020,Suffolk,New York,36103,371,7
5748,03-20-2020,Westchester,New York,36119,1091,0
5793,03-20-2020,Cuyahoga,Ohio,39035,69,0
5862,03-20-2020,Montgomery,Pennsylvania,42091,59,0
5910,03-20-2020,Davidson,Tennessee,47037,110,0
5941,03-20-2020,Dallas,Texas,48113,74,1
5950,03-20-2020,Harris,Texas,48201,55,1
6023,03-20-2020,King,Washington,53033,794,68
6030,03-20-2020,Pierce,Washington,53053,83,1
6033,03-20-2020,Snohomish,Washington,53061,384,7
6061,03-20-2020,Milwaukee,Wisconsin,55079,95,1
6088,03-21-2020,Jefferson,Alabama,01073,61,0
6145,03-21-2020,Alameda,California,06001,87,0
6154,03-21-2020,Los Angeles,California,06037,351,4
6161,03-21-2020,Orange,California,06059,78,0
6167,03-21-2020,San Diego,California,06073,159,0
6168,03-21-2020,San Francisco,California,06075,84,0
6171,03-21-2020,San Mateo,California,06081,110,1
6173,03-21-2020,Santa Clara,California,06085,263,8
6191,03-21-2020,Denver,Colorado,08031,98,0
6193,03-21-2020,Eagle,Colorado,08037,74,1
6213,03-21-2020,Fairfield,Connecticut,09001,140,4
6224,03-21-2020,District of Columbia,District of Columbia,11001,98,1
6229,03-21-2020,Broward,Florida,12011,164,3
6247,03-21-2020,Miami-Dade,Florida,12086,170,0
6253,03-21-2020,Palm Beach,Florida,12099,56,0
6267,03-21-2020,Bartow,Georgia,13015,55,0
6275,03-21-2020,Cobb,Georgia,13067,56,5
6287,03-21-2020,Fulton,Georgia,13121,100,3
6338,03-21-2020,Cook,Illinois,17031,548,4
6341,03-21-2020,DuPage,Illinois,17043,68,0
6347,03-21-2020,Lake,Illinois,17097,63,0
6459,03-21-2020,Jefferson,Louisiana,22051,166,2
6463,03-21-2020,Orleans,Louisiana,22071,418,13
6499,03-21-2020,Montgomery,Maryland,24031,68,1
6513,03-21-2020,Middlesex,Massachusetts,25017,177,1
6515,03-21-2020,Norfolk,Massachusetts,25021,69,0
6517,03-21-2020,Suffolk,Massachusetts,25025,108,1
6535,03-21-2020,Macomb,Michigan,26099,101,0
6539,03-21-2020,Oakland,Michigan,26125,229,1
6546,03-21-2020,Wayne,Michigan,26163,349,4
6659,03-21-2020,Clark,Nevada,32003,126,2
6673,03-21-2020,Bergen,New Jersey,34003,362,9
6678,03-21-2020,Essex,New Jersey,34013,107,4
6680,03-21-2020,Hudson,New Jersey,34017,97,0
6683,03-21-2020,Middlesex,New Jersey,34023,116,0
6684,03-21-2020,Monmouth,New Jersey,34025,92,2
6685,03-21-2020,Morris,New Jersey,34027,64,1
6686,03-21-2020,Ocean,New Jersey,34029,62,0
6687,03-21-2020,Passaic,New Jersey,34031,67,0
6690,03-21-2020,Union,New Jersey,34039,81,0
6691,03-21-2020,Unknown,New Jersey,00000,151,0
6702,03-21-2020,Albany,New York,36001,88,0
6721,03-21-2020,Nassau,New York,36059,1234,7
6722,03-21-2020,New York City,New York,36061,6211,60
6727,03-21-2020,Orange,New York,36071,163,0
6730,03-21-2020,Rockland,New York,36087,262,3
6735,03-21-2020,Suffolk,New York,36103,662,9
6743,03-21-2020,Westchester,New York,36119,1387,0
6791,03-21-2020,Cuyahoga,Ohio,39035,92,1
6865,03-21-2020,Montgomery,Pennsylvania,42091,77,0
6868,03-21-2020,Philadelphia,Pennsylvania,42101,69,0
6876,03-21-2020,Unknown,Rhode Island,00000,66,0
6922,03-21-2020,Davidson,Tennessee,47037,140,2
6960,03-21-2020,Dallas,Texas,48113,95,1
6970,03-21-2020,Harris,Texas,48201,68,1
6986,03-21-2020,Travis,Texas,48453,62,0
6995,03-21-2020,Salt Lake,Utah,49035,60,0
7054,03-21-2020,King,Washington,53033,935,76
7061,03-21-2020,Pierce,Washington,53053,95,1
7064,03-21-2020,Snohomish,Washington,53061,446,9
7094,03-21-2020,Milwaukee,Wisconsin,55079,126,2
7122,03-22-2020,Jefferson,Alabama,01073,71,0
7145,03-22-2020,Maricopa,Arizona,04013,81,2
7179,03-22-2020,Alameda,California,06001,127,0
7182,03-22-2020,Contra Costa,California,06013,61,1
7188,03-22-2020,Los Angeles,California,06037,421,5
7195,03-22-2020,Orange,California,06059,95,0
7201,03-22-2020,San Diego,California,06073,205,0
7202,03-22-2020,San Francisco,California,06075,111,0
7205,03-22-2020,San Mateo,California,06081,117,1
7207,03-22-2020,Santa Clara,California,06085,303,11
7226,03-22-2020,Denver,Colorado,08031,125,0
7228,03-22-2020,Eagle,Colorado,08037,80,1
7249,03-22-2020,Fairfield,Connecticut,09001,208,5
7250,03-22-2020,Hartford,Connecticut,09003,54,1
7260,03-22-2020,District of Columbia,District of Columbia,11001,116,2
7266,03-22-2020,Broward,Florida,12011,217,3
7278,03-22-2020,Hillsborough,Florida,12057,58,0
7287,03-22-2020,Miami-Dade,Florida,12086,228,0
7293,03-22-2020,Palm Beach,Florida,12099,70,1
7309,03-22-2020,Bartow,Georgia,13015,56,1
7320,03-22-2020,Cobb,Georgia,13067,67,5
7325,03-22-2020,DeKalb,Georgia,13089,53,0
7333,03-22-2020,Fulton,Georgia,13121,111,3
7388,03-22-2020,Cook,Illinois,17031,805,6
7391,03-22-2020,DuPage,Illinois,17043,79,0
7398,03-22-2020,Lake,Illinois,17097,69,0
7435,03-22-2020,Marion,Indiana,18097,82,3
7534,03-22-2020,Jefferson,Louisiana,22051,184,3
7538,03-22-2020,Orleans,Louisiana,22071,451,15
7556,03-22-2020,Cumberland,Maine,23005,56,0
7575,03-22-2020,Montgomery,Maryland,24031,83,1
7586,03-22-2020,Essex,Massachusetts,25009,60,0
7590,03-22-2020,Middlesex,Massachusetts,25017,199,1
7592,03-22-2020,Norfolk,Massachusetts,25021,75,0
7594,03-22-2020,Suffolk,Massachusetts,25025,126,2
7615,03-22-2020,Macomb,Michigan,26099,140,1
7619,03-22-2020,Oakland,Michigan,26125,277,1
7627,03-22-2020,Wayne,Michigan,26163,477,5
7638,03-22-2020,Hennepin,Minnesota,27053,57,0
7724,03-22-2020,St. Louis,Missouri,29189,55,1
7749,03-22-2020,Clark,Nevada,32003,126,2
7764,03-22-2020,Bergen,New Jersey,34003,457,10
7769,03-22-2020,Essex,New Jersey,34013,172,4
7771,03-22-2020,Hudson,New Jersey,34017,126,0
7774,03-22-2020,Middlesex,New Jersey,34023,147,1
7775,03-22-2020,Monmouth,New Jersey,34025,158,2
7776,03-22-2020,Morris,New Jersey,34027,119,1
7777,03-22-2020,Ocean,New Jersey,34029,102,0
7778,03-22-2020,Passaic,New Jersey,34031,95,1
7782,03-22-2020,Union,New Jersey,34039,124,0
7783,03-22-2020,Unknown,New Jersey,00000,221,0
7795,03-22-2020,Albany,New York,36001,123,0
7803,03-22-2020,Dutchess,New York,36027,82,0
7804,03-22-2020,Erie,New York,36029,54,0
7814,03-22-2020,Monroe,New York,36055,57,0
7816,03-22-2020,Nassau,New York,36059,1900,7
7817,03-22-2020,New York City,New York,36061,9045,99
7822,03-22-2020,Orange,New York,36071,247,0
7825,03-22-2020,Rockland,New York,36087,455,3
7831,03-22-2020,Suffolk,New York,36103,1034,12
7839,03-22-2020,Westchester,New York,36119,1873,0
7865,03-22-2020,Mecklenburg,North Carolina,37119,66,0
7899,03-22-2020,Cuyahoga,Ohio,39035,125,1
7960,03-22-2020,Washington,Oregon,41067,55,1
7984,03-22-2020,Montgomery,Pennsylvania,42091,110,1
7987,03-22-2020,Philadelphia,Pennsylvania,42101,91,0
7996,03-22-2020,Unknown,Rhode Island,00000,83,0
8045,03-22-2020,Davidson,Tennessee,47037,167,2
8070,03-22-2020,Shelby,Tennessee,47157,66,0
8090,03-22-2020,Dallas,Texas,48113,132,2
8100,03-22-2020,Harris,Texas,48201,74,1
8116,03-22-2020,Travis,Texas,48453,79,0
8125,03-22-2020,Salt Lake,Utah,49035,84,0
8191,03-22-2020,King,Washington,53033,1036,77
8198,03-22-2020,Pierce,Washington,53053,107,1
8201,03-22-2020,Snohomish,Washington,53061,480,10
8222,03-22-2020,Dane,Wisconsin,55025,61,0
8232,03-22-2020,Milwaukee,Wisconsin,55079,183,2
8262,03-23-2020,Jefferson,Alabama,01073,86,0
8288,03-23-2020,Maricopa,Arizona,04013,139,2
8314,03-23-2020,Pulaski,Arkansas,05119,54,0
8319,03-23-2020,Unknown,Arkansas,00000,61,0
8322,03-23-2020,Alameda,California,06001,139,1
8325,03-23-2020,Contra Costa,California,06013,71,1
8331,03-23-2020,Los Angeles,California,06037,536,7
8338,03-23-2020,Orange,California,06059,125,0
8341,03-23-2020,Sacramento,California,06067,87,4
8344,03-23-2020,San Diego,California,06073,230,0
8345,03-23-2020,San Francisco,California,06075,134,0
8348,03-23-2020,San Mateo,California,06081,142,1
8350,03-23-2020,Santa Clara,California,06085,321,11
8363,03-23-2020,Arapahoe,Colorado,08005,58,0
8369,03-23-2020,Denver,Colorado,08031,148,0
8371,03-23-2020,Eagle,Colorado,08037,92,1
8372,03-23-2020,El Paso,Colorado,08041,69,4
8378,03-23-2020,Jefferson,Colorado,08059,55,0
8395,03-23-2020,Fairfield,Connecticut,09001,270,6
8396,03-23-2020,Hartford,Connecticut,09003,61,2
8404,03-23-2020,New Castle,Delaware,10003,58,0
8406,03-23-2020,District of Columbia,District of Columbia,11001,138,2
8412,03-23-2020,Broward,Florida,12011,262,3
8424,03-23-2020,Hillsborough,Florida,12057,75,0
8433,03-23-2020,Miami-Dade,Florida,12086,277,0
8439,03-23-2020,Palm Beach,Florida,12099,88,3
8455,03-23-2020,Bartow,Georgia,13015,61,1
8468,03-23-2020,Cobb,Georgia,13067,79,5
8473,03-23-2020,DeKalb,Georgia,13089,74,0
8474,03-23-2020,Dougherty,Georgia,13095,69,6
8481,03-23-2020,Fulton,Georgia,13121,152,3
8526,03-23-2020,Honolulu,Hawaii,15003,53,0
8543,03-23-2020,Cook,Illinois,17031,922,9
8546,03-23-2020,DuPage,Illinois,17043,95,0
8553,03-23-2020,Lake,Illinois,17097,96,0
8564,03-23-2020,Unknown,Illinois,00000,58,0
8593,03-23-2020,Marion,Indiana,18097,110,3
8699,03-23-2020,Jefferson,Louisiana,22051,252,5
8705,03-23-2020,Orleans,Louisiana,22071,567,20
8725,03-23-2020,Cumberland,Maine,23005,66,0
8746,03-23-2020,Montgomery,Maryland,24031,93,1
8758,03-23-2020,Essex,Massachusetts,25009,73,0
8762,03-23-2020,Middlesex,Massachusetts,25017,232,1
8764,03-23-2020,Norfolk,Massachusetts,25021,82,0
8766,03-23-2020,Suffolk,Massachusetts,25025,154,2
8767,03-23-2020,Unknown,Massachusetts,00000,57,0
8789,03-23-2020,Macomb,Michigan,26099,175,2
8795,03-23-2020,Oakland,Michigan,26125,329,4
8803,03-23-2020,Wayne,Michigan,26163,638,8
8816,03-23-2020,Hennepin,Minnesota,27053,89,0
8916,03-23-2020,St. Louis,Missouri,29189,68,1
8944,03-23-2020,Clark,Nevada,32003,151,4
8948,03-23-2020,Unknown,Nevada,00000,82,0
8960,03-23-2020,Bergen,New Jersey,34003,609,12
8965,03-23-2020,Essex,New Jersey,34013,273,5
8967,03-23-2020,Hudson,New Jersey,34017,190,0
8970,03-23-2020,Middlesex,New Jersey,34023,210,1
8971,03-23-2020,Monmouth,New Jersey,34025,238,2
8972,03-23-2020,Morris,New Jersey,34027,177,1
8973,03-23-2020,Ocean,New Jersey,34029,144,0
8974,03-23-2020,Passaic,New Jersey,34031,141,2
8976,03-23-2020,Somerset,New Jersey,34035,67,2
8978,03-23-2020,Union,New Jersey,34039,189,1
8979,03-23-2020,Unknown,New Jersey,00000,416,0
8992,03-23-2020,Albany,New York,36001,127,0
9001,03-23-2020,Dutchess,New York,36027,100,0
9002,03-23-2020,Erie,New York,36029,87,0
9012,03-23-2020,Monroe,New York,36055,76,0
9014,03-23-2020,Nassau,New York,36059,2442,9
9015,03-23-2020,New York City,New York,36061,12305,131
9020,03-23-2020,Orange,New York,36071,389,0
9025,03-23-2020,Rockland,New York,36087,592,5
9026,03-23-2020,Saratoga,New York,36091,53,0
9031,03-23-2020,Suffolk,New York,36103,1458,13
9039,03-23-2020,Westchester,New York,36119,2894,0
9066,03-23-2020,Mecklenburg,North Carolina,37119,80,0
9103,03-23-2020,Cuyahoga,Ohio,39035,149,1
9171,03-23-2020,Washington,Oregon,41067,69,1
9185,03-23-2020,Delaware,Pennsylvania,42045,54,0
9196,03-23-2020,Montgomery,Pennsylvania,42091,129,2
9199,03-23-2020,Philadelphia,Pennsylvania,42101,128,0
9208,03-23-2020,Unknown,Rhode Island,00000,106,0
9230,03-23-2020,Kershaw,South Carolina,45055,54,1
9264,03-23-2020,Davidson,Tennessee,47037,184,2
9289,03-23-2020,Shelby,Tennessee,47157,66,0
9293,03-23-2020,Unknown,Tennessee,00000,109,0
9309,03-23-2020,Dallas,Texas,48113,159,2
9319,03-23-2020,Harris,Texas,48201,78,1
9335,03-23-2020,Tarrant,Texas,48439,57,1
9336,03-23-2020,Travis,Texas,48453,79,0
9346,03-23-2020,Salt Lake,Utah,49035,112,0
9347,03-23-2020,Summit,Utah,49043,73,0
9417,03-23-2020,King,Washington,53033,1166,88
9424,03-23-2020,Pierce,Washington,53053,126,1
9427,03-23-2020,Snohomish,Washington,53061,518,10
9448,03-23-2020,Dane,Wisconsin,55025,61,0
9459,03-23-2020,Milwaukee,Wisconsin,55079,206,3
9490,03-24-2020,Jefferson,Alabama,01073,91,0
9517,03-24-2020,Maricopa,Arizona,04013,199,2
9551,03-24-2020,Pulaski,Arkansas,05119,64,1
9558,03-24-2020,Unknown,Arkansas,00000,61,0
9563,03-24-2020,Alameda,California,06001,151,2
9567,03-24-2020,Contra Costa,California,06013,86,1
9573,03-24-2020,Los Angeles,California,06037,662,11
9575,03-24-2020,Marin,California,06041,53,0
9582,03-24-2020,Orange,California,06059,152,0
9584,03-24-2020,Riverside,California,06065,59,6
9585,03-24-2020,Sacramento,California,06067,87,4
9588,03-24-2020,San Diego,California,06073,242,1
9589,03-24-2020,San Francisco,California,06075,152,0
9590,03-24-2020,San Joaquin,California,06077,60,2
9592,03-24-2020,San Mateo,California,06081,161,1
9594,03-24-2020,Santa Clara,California,06085,375,17
9607,03-24-2020,Arapahoe,Colorado,08005,69,0
9614,03-24-2020,Denver,Colorado,08031,176,0
9615,03-24-2020,Douglas,Colorado,08035,53,0
9616,03-24-2020,Eagle,Colorado,08037,96,1
9617,03-24-2020,El Paso,Colorado,08041,106,4
9625,03-24-2020,Jefferson,Colorado,08059,73,0
9640,03-24-2020,Weld,Colorado,08123,76,2
9642,03-24-2020,Fairfield,Connecticut,09001,384,7
9643,03-24-2020,Hartford,Connecticut,09003,88,2
9646,03-24-2020,New Haven,Connecticut,09009,89,0
9651,03-24-2020,New Castle,Delaware,10003,71,0
9653,03-24-2020,District of Columbia,District of Columbia,11001,183,2
9659,03-24-2020,Broward,Florida,12011,312,3
9671,03-24-2020,Hillsborough,Florida,12057,95,0
9680,03-24-2020,Miami-Dade,Florida,12086,365,0
9686,03-24-2020,Palm Beach,Florida,12099,102,3
9703,03-24-2020,Bartow,Georgia,13015,76,1
9719,03-24-2020,Cobb,Georgia,13067,90,5
9726,03-24-2020,DeKalb,Georgia,13089,107,0
9727,03-24-2020,Dougherty,Georgia,13095,101,6
9735,03-24-2020,Fulton,Georgia,13121,191,4
9784,03-24-2020,Unknown,Georgia,00000,79,6
9791,03-24-2020,Honolulu,Hawaii,15003,58,0
9810,03-24-2020,Cook,Illinois,17031,1194,12
9813,03-24-2020,DuPage,Illinois,17043,103,1
9821,03-24-2020,Lake,Illinois,17097,111,0
9832,03-24-2020,Unknown,Illinois,00000,58,0
9867,03-24-2020,Marion,Indiana,18097,161,6
9986,03-24-2020,East Baton Rouge,Louisiana,22033,58,2
9991,03-24-2020,Jefferson,Louisiana,22051,293,6
9997,03-24-2020,Orleans,Louisiana,22071,675,26
10018,03-24-2020,Cumberland,Maine,23005,74,0
10040,03-24-2020,Montgomery,Maryland,24031,107,1
10041,03-24-2020,Prince George's,Maryland,24033,63,2
